日期/时间,环境:场地室外空气干球温度[C](小时),热区:空间102:区平均气温[C](小时),热区:空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能[KWh](小时),VRF热泵:VRF热泵冷却电能[kwh](小时),VRF热泵:VRF热泵加热电能[kwh](小时)
 01/11  05:00:00,4.35,12.37540377,43.38347708,410.8422679,-1.053169476,28.41179272,0,0,0
 01/11  06:00:00,3.95,12.22538714,42.96371331,410.8343816,-1.076110456,29.4324248,0,0,0
 01/11  07:00:00,3.6125,12.08877354,42.2155872,410.8315635,-1.099341896,30.48444506,0,0,0
 01/11  08:00:00,3.4375,15.71714469,32.4601737,410.8305914,-1.799935073,66.6247078,0.09590466,0,11.54496908
 01/11  09:00:00,4.275,15.99999443,31.51107227,410.8302313,-1.667073617,59.98189804,0.09590466,0,7.724070966
 01/11  10:00:00,5.7375,16.63895796,33.92327476,606.1276274,-1.605049548,56.61673529,0.09590466,0,0
 01/11  11:00:00,6.8,16.79793015,36.44090079,724.9248252,-1.542965367,53.23817276,0.09590466,0,0
 01/11  12:00:00,7.35,16.99298129,36.66302429,755.0432686,-1.520121264,51.99433094,0.09590466,0,0
 01/11  13:00:00,7.625,16.76656935,36.00303023,721.3642217,-1.527534291,52.3980498,0.09590466,0,0
 01/11  14:00:00,7.825,16.89967053,34.22913693,705.5304143,-1.532344975,52.65974817,0.09590466,0,0
 01/11  15:00:00,8.0875,17.10906529,32.92582126,711.3548999,-1.506327245,51.24408843,0.09590466,0,0
 01/11  16:00:00,8.45,17.64956091,32.37068521,765.3410744,-1.455419286,48.48785058,0.09590466,0,0
 01/11  17:00:00,8.5375,17.53610285,32.87666781,773.3269449,-1.4434752,47.84213118,0.09590466,0,0
 01/11  18:00:00,8.3125,16.92393179,33.10454329,688.2485815,-1.491418767,50.4364853,0.09590466,0,0
 01/11  19:00:00,7.95,16.25024213,33.28587476,575.8021207,-1.569231614,54.6693516,0.09590466,0,0
 01/11  20:00:00,7.4875,16.00600197,33.04441061,488.6011862,-1.616118348,57.22187012,0.09590466,0,1.548893114
 01/11  21:00:00,7.05,16.00000242,33.06477447,443.0368138,-1.620443676,57.45694089,0.09590466,0,2.280448285
 01/11  22:00:00,6.7125,15.99997097,33.69698012,424.1553847,-0.652677447,13.94648741,0.09590466,0,2.730946407
 01/11  23:00:00,6.475,15.9999643,34.53467385,416.3393887,-0.64872821,13.83749776,0.09590466,0,3.024447428
 01/11  24:00:00,6.275,13.76500815,41.15174941,413.0743639,-0.803544393,18.86350687,0,0,0
 01/12  01:00:00,6.075,13.08270705,44.39895889,411.5845031,-0.943187665,23.79022456,0,0,0
 01/12  02:00:00,5.875,12.96557942,46.01816647,411.1006826,-0.957771821,24.37602414,0,0,0
 01/12  03:00:00,5.6125,12.85432142,47.49811242,410.9270656,-0.969341524,24.84695226,0,0,0
 01/12  04:00:00,5.25,12.72300423,48.63665252,410.86478,-0.983504803,25.43073381,0,0,0
 01/12  05:00:00,4.85,12.57928111,49.28111236,410.8424495,-1.001707718,26.19213168,0,0,0
 01/12  06:00:00,4.45,12.43340873,49.69283876,410.8344519,-1.021483052,27.03353914,0,0,0
 01/12  07:00:00,4.1125,12.29908609,49.90706204,410.8315905,-1.04150011,27.89979005,0,0,0
 01/12  08:00:00,3.9375,15.73154116,39.64620765,410.8306025,-1.754710445,64.35931867,0.09590466,0,11.12720361
 01/12  09:00:00,4.15,16.00000327,38.66149111,410.8302359,-1.628316329,57.88440599,0.09590466,0,7.910700879
 01/12  10:00:00,4.675,16.45514286,40.45106151,602.7421741,-1.581454312,55.33461177,0.09590466,0,0
 01/12  11:00:00,5.275,16.41806694,42.57938393,720.4367056,-1.547719883,53.49725213,0.09590466,0,0
 01/12  12:00:00,5.875,16.57570825,42.6023002,752.5805523,-1.535899813,52.85335053,0.09590466,0,0
 01/12  13:00:00,6.5375,16.4256869,42.44688927,719.8857647,-1.537024078,52.91466397,0.09590466,0,0
 01/12  14:00:00,7.2375,16.70911143,41.5062482,704.7158007,-1.523809339,52.19524656,0.09590466,0,0
 01/12  15:00:00,8,17.0430234,41.0874299,711.0013131,-1.484305223,50.04867612,0.09590466,0,0
 01/12  16:00:00,8.675,17.65863862,41.26247902,766.2430513,-1.422502919,46.71911307,0.09590466,0,0
 01/12  17:00:00,8.8375,17.60698704,42.66383948,774.5871557,-1.394324903,45.20997977,0.09590466,0,0
 01/12  18:00:00,8.6125,16.98675592,43.59915033,688.9041096,-1.443475913,47.84563037,0.09590466,0,0
 01/12  19:00:00,8.1875,16.31251657,43.99717739,576.1465438,-1.519132286,51.94173446,0.09590466,0,0
 01/12  20:00:00,7.75,15.99041183,43.82258259,488.7863021,-1.572193709,54.83088772,0.09590466,0,1.031473226
 01/12  21:00:00,7.35,15.99999095,43.36204829,443.1374045,-1.577704432,55.13117768,0.09590466,0,1.844568029
 01/12  22:00:00,7.0125,16.00001097,43.1033681,424.2059692,-0.613749943,12.90159334,0.09590466,0,2.319206429
 01/12  23:00:00,6.8375,16.00000408,42.92925454,416.3641481,-0.615056321,12.93558976,0.09590466,0,2.581847871
 01/12  24:00:00,6.675,13.83939452,49.38025506,413.0838193,-0.768441543,17.67853134,0,0,0
 01/13  01:00:00,6.5375,13.19781413,51.43799301,411.5893795,-0.90631594,22.34614761,0,0,0
 01/13  02:00:00,6.3125,13.08493443,51.69462489,411.1027309,-0.923196289,23.00047212,0,0,0
 01/13  03:00:00,5.95,12.94527023,51.70900591,410.9278794,-0.943464549,23.801453,0,0,0
 01/13  04:00:00,5.425,12.76973982,51.82544509,410.8650903,-0.966721804,24.74069791,0,0,0
 01/13  05:00:00,4.825,12.57210518,51.88646908,410.8425614,-0.993896922,25.86449438,0,0,0
 01/13  06:00:00,4.1625,12.35971877,52.03182878,410.8344896,-1.022173314,27.06386018,0,0,0
 01/13  07:00:00,3.65,12.17241632,52.06817718,410.8316022,-1.050747665,28.30536635,0,0,0
 01/13  08:00:00,3.375,15.68868437,41.19859473,410.830606,-1.759639362,64.59024423,0.09590466,0,12.01456427
 01/13  09:00:00,3.7375,15.9999861,40.47251018,410.8302369,-1.623539974,57.62510207,0.09590466,0,8.521204849
 01/13  10:00:00,4.6875,16.4399856,43.14081487,602.6537282,-1.575716117,55.02220276,0.09590466,0,0
 01/13  11:00:00,5.725,16.51491585,46.35177378,720.4784023,-1.528162066,52.43190836,0.09590466,0,0
 01/13  12:00:00,6.6625,16.78442971,47.26513117,752.853072,-1.498546212,50.82163897,0.09590466,0,0
 01/13  13:00:00,7.5,16.70990056,47.70944511,720.3555765,-1.487263819,50.20904834,0.09590466,0,0
 01/13  14:00:00,8.175,16.99571385,46.76915521,705.1907523,-1.471132311,49.33532781,0.09590466,0,0
 01/13  15:00:00,8.65,17.24460033,45.80679838,711.3687439,-1.440351447,47.67363722,0.09590466,0,0
 01/13  16:00:00,8.925,17.73738636,44.86754339,765.4787834,-1.394534838,45.22382792,0.09590466,0,0
 01/13  17:00:00,9,17.62940656,44.9239727,773.5177834,-1.382674735,44.59139704,0.09590466,0,0
 01/13  18:00:00,8.875,17.03203468,44.65426456,688.5076617,-1.436861224,47.49019475,0.09590466,0,0
 01/13  19:00:00,8.55,16.39666806,43.9330902,576.0717145,-1.512521517,51.58226401,0.09590466,0,0
 01/13  20:00:00,8.15,16.01035299,42.94399113,488.8260039,-1.571846631,54.81193362,0.09590466,0,0.471964069
 01/13  21:00:00,7.8125,15.99994233,41.79240153,443.1948546,-1.58599456,55.58278016,0.09590466,0,1.267599273
 01/13  22:00:00,7.6375,16.0000092,41.42438583,424.2522223,-0.623310841,13.15213025,0.09590466,0,1.530418345
 01/13  23:00:00,7.475,15.99999275,41.48267297,416.3946517,-0.623405737,13.15463622,0.09590466,0,1.752830794
 01/13  24:00:00,7.15,13.93162674,47.55883767,413.0998556,-0.769013118,17.6782073,0,0,0
 01/14  01:00:00,6.75,13.24085328,49.50787655,411.5955955,-0.908256785,22.4214432,0,0,0
 01/14  02:00:00,6.2875,13.06047545,49.87764577,411.1050271,-0.93366668,23.41259054,0,0,0
 01/14  03:00:00,5.85,12.89231827,50.15031185,410.9286915,-0.958060202,24.38822629,0,0,0
 01/14  04:00:00,5.45,12.74385539,50.43493248,410.8653817,-0.97884959,25.23821594,0,0,0
 01/14  05:00:00,5.175,12.62632787,50.94713819,410.842675,-0.996401893,25.96866674,0,0,0
 01/14  06:00:00,4.975,12.53164053,51.97572186,410.834539,-1.008701897,26.48768269,0,0,0
 01/14  07:00:00,4.8375,12.45198921,53.13303,410.831625,-1.018980108,26.92571928,0,0,0
 01/14  08:00:00,4.7375,15.75421699,43.45979714,410.830617,-1.736016726,63.41781181,0.09590466,0,10.55458973
 01/14  09:00:00,4.7,15.99998734,43.10653207,410.8302422,-1.614122917,57.11346699,0.09590466,0,7.651559763
 01/14  10:00:00,4.575,16.41541466,44.94224576,602.5987822,-1.568607576,54.63512055,0.09590466,0,0
 01/14  11:00:00,4.375,16.15039052,47.31980182,720.0169994,-1.556814855,53.99290242,0.09590466,0,0
 01/14  12:00:00,4.3625,16.08299463,47.38945559,751.780322,-1.573244133,54.88815077,0.09590466,0,0
 01/14  13:00:00,4.65,16.00723821,46.68846539,718.7233891,-1.579155549,55.21021545,0.09590466,0,1.685616898
 01/14  14:00:00,5.05,16.01683573,46.38812801,703.3963669,-1.582815972,55.40964271,0.09590466,0,0
 01/14  15:00:00,5.45,16.16438598,46.40450083,709.581294,-1.567747216,54.5885986,0.09590466,0,0
 01/14  16:00:00,5.725,16.69372798,46.26211336,763.6256486,-1.517732264,51.86522614,0.09590466,0,0
 01/14  17:00:00,5.8,16.58240357,47.43809803,771.450986,-1.499747137,50.8866818,0.09590466,0,0
 01/14  18:00:00,5.7375,16.05057017,48.21642974,686.4901433,-1.549851214,53.61377462,0.09590466,0,0.910236672
 01/14  19:00:00,5.6375,16.00014319,46.89248213,574.3441115,-1.576013444,55.03904142,0.09590466,0,3.67972568
 01/14  20:00:00,5.475,16.00003676,45.78455343,487.5938298,-1.582341981,55.38382393,0.09590466,0,4.87136336
 01/14  21:00:00,5.275,16.0000151,45.25415532,442.4666861,-1.585636168,55.5632611,0.09590466,0,5.149668089
 01/14  22:00:00,5.1375,16.00000549,45.0185178,423.8627618,-0.622040385,13.11860893,0.09590466,0,5.335211728
 01/14  23:00:00,5.0375,15.99999911,45.00051019,416.1974519,-0.622397749,13.12803041,0.09590466,0,5.761060756
 01/14  24:00:00,5,13.37895229,53.45005377,413.0108776,-0.810122752,19.19470169,0,0,0
 01/15  01:00:00,4.9375,12.61834614,56.0922683,411.5601701,-0.976466976,25.1401441,0,0,0
 01/15  02:00:00,4.8375,12.51474786,56.34131453,411.0912863,-0.995467989,25.92961289,0,0,0
 01/15  03:00:00,4.7375,12.43269164,56.54146073,410.9234969,-1.009718307,26.53086502,0,0,0
 01/15  04:00:00,4.575,12.34449697,56.64246532,410.86345,-1.023670942,27.12727063,0,0,0
 01/15  05:00:00,4.3125,12.22958174,56.75928953,410.841962,-1.041068293,27.88097653,0,0,0
 01/15  06:00:00,4.075,12.11909914,56.63775864,410.8342752,-1.059469626,28.68992637,0,0,0
 01/15  07:00:00,3.875,12.02257623,56.30288537,410.8315273,-1.076178023,29.43503844,0,0,0
 01/15  08:00:00,3.7375,15.65392003,44.06499128,410.8305784,-1.774844309,65.34805085,0.09590466,0,12.45941964
 01/15  09:00:00,4.2625,15.99998056,43.18417,410.8302263,-1.632187639,58.09445404,0.09590466,0,8.706449157
 01/15  10:00:00,5.225,16.43069142,46.01796745,602.8590245,-1.582999164,55.41869001,0.09590466,0,0
 01/15  11:00:00,5.9125,16.42882371,49.42359926,720.8439085,-1.539766721,53.06393025,0.09590466,0,0
 01/15  12:00:00,6.2875,16.53486798,50.46135376,753.0758664,-1.526411334,52.33664207,0.09590466,0,0
 01/15  13:00:00,6.525,16.26353488,50.89547162,720.243703,-1.537288327,52.92917069,0.09590466,0,0
 01/15  14:00:00,6.725,16.38639182,49.69698821,704.8012423,-1.541858014,53.17788684,0.09590466,0,0
 01/15  15:00:00,7.05,16.57087238,48.68983037,710.8136303,-1.521759425,52.08340726,0.09590466,0,0
 01/15  16:00:00,7.575,17.13400496,47.95601888,765.8436247,-1.473020598,49.43941041,0.09590466,0,0
 01/15  17:00:00,8.05,17.137703,48.83639687,774.1639327,-1.445082428,47.92828797,0.09590466,0,0
 01/15  18:00:00,8.1375,16.59431183,49.65082779,688.6544707,-1.485734277,50.12825098,0.09590466,0,0
 01/15  19:00:00,7.9125,16.04510692,49.41903519,576.0211893,-1.554552506,53.86977959,0.09590466,0,0.449760763
 01/15  20:00:00,7.55,16.00011743,47.59333455,488.6946329,-1.579741911,55.24217716,0.09590466,0,2.364009457
 01/15  21:00:00,7.2125,16.00004711,46.26335742,443.0786535,-1.586353162,55.60231074,0.09590466,0,2.842501921
 01/15  22:00:00,6.9125,16.00002871,45.46096986,424.1759367,-0.624804254,13.19162958,0.09590466,0,3.244049133
 01/15  23:00:00,6.675,16.0000092,45.06626157,416.3493236,-0.626397692,13.23386633,0.09590466,0,3.538106207
 01/15  24:00:00,6.475,13.66196977,52.40857237,413.0795234,-0.792181755,18.50973988,0,0,0
 01/16  01:00:00,6.3375,12.94765414,54.84176208,411.5871409,-0.943951059,23.82076265,0,0,0
 01/16  02:00:00,6.175,12.84453981,55.43701044,411.1020024,-0.960040558,24.46810663,0,0,0
 01/16  03:00:00,5.975,12.74323728,56.05398295,410.9276849,-0.974538948,25.06024943,0,0,0
 01/16  04:00:00,5.775,12.6510452,56.40794816,410.865067,-0.987815766,25.60970287,0,0,0
 01/16  05:00:00,5.5125,12.54628654,56.60901576,410.8425819,-1.002437524,26.22283166,0,0,0
 01/16  06:00:00,5.2125,12.42906606,56.48525121,410.8345112,-1.020162007,26.97673163,0,0,0
 01/16  07:00:00,5.0375,12.34036501,56.06522815,410.8316165,-1.036849268,27.69694765,0,0,0
 01/16  08:00:00,4.9375,15.73474975,44.63891357,410.8306142,-1.751505293,64.20602966,0.09590466,0,10.86750993
 01/16  09:00:00,5.2125,15.9999943,43.78018563,410.8302412,-1.626532715,57.78759208,0.09590466,0,6.46905088
 01/16  10:00:00,5.775,16.58691908,45.4769237,606.1480407,-1.568480375,54.62788752,0.09590466,0,0
 01/16  11:00:00,6.3125,16.5808765,48.0936084,724.8461852,-1.525360657,52.2794227,0.09590466,0,0
 01/16  12:00:00,6.75,16.69503058,48.79162972,754.8746054,-1.513688889,51.6443627,0.09590466,0,0
 01/16  13:00:00,7.0875,16.46196734,49.22366147,721.1911841,-1.520795816,52.03127519,0.09590466,0,0
 01/16  14:00:00,7.3875,16.61706618,48.26878876,705.4120966,-1.520843515,52.03365545,0.09590466,0,0
 01/16  15:00:00,7.75,16.81280304,47.53435624,711.3027741,-1.497083261,50.74182805,0.09590466,0,0
 01/16  16:00:00,8.0875,17.32614815,46.51483429,765.3280677,-1.452320274,48.32055034,0.09590466,0,0
 01/16  17:00:00,8.1375,17.22209841,46.37557554,773.2649254,-1.438797792,47.59036883,0.09590466,0,0
 01/16  18:00:00,7.975,16.58831991,45.80860983,688.1597248,-1.496924199,50.73586187,0.09590466,0,0
 01/16  19:00:00,7.775,16.02884486,44.38415754,575.7359677,-1.574695444,54.96703032,0.09590466,0,0.516430353
 01/16  20:00:00,7.5125,16.00004148,41.91931236,488.5477817,-1.600736991,56.38540181,0.09590466,0,2.363394997
 01/16  21:00:00,7.275,16.0000515,40.36224925,443.0143521,-1.608814838,56.82486149,0.09590466,0,2.715764861
 01/16  22:00:00,7.075,16.00001412,39.77529405,424.1524112,-0.647221773,13.79607072,0.09590466,0,2.998498945
 01/16  23:00:00,6.875,15.99999363,39.81321683,416.3422513,-0.647651455,13.80786529,0.09590466,0,3.272023063
 01/16  24:00:00,6.7375,13.72129677,46.93858279,413.0780876,-0.807135106,18.9971543,0,0,0
 01/17  01:00:00,6.6375,13.03322776,50.59296235,411.5874652,-0.948822207,24.0154464,0,0,0
 01/17  02:00:00,6.475,12.93189793,52.61183517,411.1023889,-0.95965668,24.4523364,0,0,0
 01/17  03:00:00,6.2125,12.81773776,54.55870615,410.9279108,-0.970332244,24.88750588,0,0,0
 01/17  04:00:00,5.9125,12.6986109,56.06731567,410.8651692,-0.982901342,25.40552682,0,0,0
 01/17  05:00:00,5.55,12.56852147,57.15125465,410.8426224,-0.9972724,26.00535485,0,0,0
 01/17  06:00:00,5.2125,12.43948534,57.60461122,410.8345259,-1.014876646,26.750681,0,0,0
 01/17  07:00:00,4.9125,12.32017466,57.67318273,410.8316216,-1.032742011,27.51887871,0,0,0
 01/17  08:00:00,4.7375,15.71905889,45.9707766,410.8306158,-1.748894103,64.06607373,0.09590466,0,11.20723386
 01/17  09:00:00,5.075,15.99999548,45.02804166,410.8302418,-1.62115688,57.4956773,0.09590466,0,7.163811004
 01/17  10:00:00,5.7375,16.57991145,46.62805801,606.0787631,-1.564377884,54.40458749,0.09590466,0,0
 01/17  11:00:00,6.25,16.56929486,49.02396203,724.7243553,-1.52206044,52.0997987,0.09590466,0,0
 01/17  12:00:00,6.65,16.67335543,49.1752714,754.7084927,-1.513446713,51.63116089,0.09590466,0,0
 01/17  13:00:00,6.925,16.42437822,48.97581588,721.0100304,-1.524539037,52.23504814,0.09590466,0,0
 01/17  14:00:00,7.1875,16.56438001,47.42003983,705.2122186,-1.529110955,52.48364513,0.09590466,0,0
 01/17  15:00:00,7.6125,16.7754107,46.15755039,711.114505,-1.507044789,51.28306782,0.09590466,0,0
 01/17  16:00:00,8.05,17.31956413,45.27804667,765.1864244,-1.458601942,48.65954675,0.09590466,0,0
 01/17  17:00:00,8.1375,17.2285116,45.6975832,773.1897142,-1.44164198,47.74331301,0.09590466,0,0
 01/17  18:00:00,7.975,16.59949643,46.0071009,688.139746,-1.495252565,50.64486999,0.09590466,0,0
 01/17  19:00:00,7.7125,16.03248613,45.60692803,575.7436553,-1.56931071,54.6737346,0.09590466,0,0.556745242
 01/17  20:00:00,7.35,16.00001533,44.05166158,488.5511675,-1.592959417,55.96205659,0.09590466,0,2.561473755
 01/17  21:00:00,7.0125,16.00002491,43.2106178,443.0091785,-1.597643504,56.21705622,0.09590466,0,3.034101696
 01/17  22:00:00,6.775,16.00000197,43.01211893,424.1443769,-0.634078134,13.43903051,0.09590466,0,3.359710887
 01/17  23:00:00,6.575,15.99998287,43.29593494,416.3362579,-0.633583794,13.42575249,0.09590466,0,3.6314429
 01/17  24:00:00,6.375,13.64550919,51.16549539,413.0740261,-0.798043564,18.70715866,0,0,0
 01/18  01:00:00,6.175,12.91738531,54.2411962,411.585066,-0.948851256,24.01697534,0,0,0
 01/18  02:00:00,5.975,12.80240018,55.37961015,411.1011239,-0.965093736,24.67350457,0,0,0
 01/18  03:00:00,5.775,12.7007338,56.57684561,410.9273202,-0.977766147,25.19313061,0,0,0
 01/18  04:00:00,5.5125,12.58991587,57.50501325,410.8649158,-0.991310518,25.75558188,0,0,0
 01/18  05:00:00,5.15,12.4554819,58.13484985,410.8425171,-1.008499141,26.47941499,0,0,0
 01/18  06:00:00,4.8125,12.32614889,58.37792162,410.8344832,-1.027107263,27.27528174,0,0,0
 01/18  07:00:00,4.575,12.22258196,58.39035373,410.8316047,-1.043689146,27.99526999,0,0,0
 01/18  08:00:00,4.4375,15.69342317,46.33959681,410.8306089,-1.753690666,64.30091806,0.09590466,0,11.62150552
 01/18  09:00:00,4.7125,15.99999801,45.19635769,410.8302388,-1.621369865,57.50724552,0.09590466,0,8.172774792
 01/18  10:00:00,5.275,16.47417685,47.06678534,602.6736607,-1.571807253,54.80928227,0.09590466,0,0
 01/18  11:00:00,5.875,16.44140127,49.63439285,720.5612999,-1.535766488,52.84605403,0.09590466,0,0
 01/18  12:00:00,6.35,16.56873517,49.98900064,752.837318,-1.524274676,52.2203405,0.09590466,0,0
 01/18  13:00:00,6.75,16.34230682,50.20006305,720.1439825,-1.532292937,52.65709182,0.09590466,0,0
 01/18  14:00:00,7.2125,16.54052148,49.13696174,704.8440579,-1.529086756,52.48240551,0.09590466,0,0
 01/18  15:00:00,7.7125,16.78704617,48.59497608,710.9872479,-1.498605584,50.82457425,0.09590466,0,0
 01/18  16:00:00,8.15,17.33372871,48.47266356,765.1355862,-1.446224986,47.99265213,0.09590466,0,0
 01/18  17:00:00,8.2375,17.24928084,49.79320092,773.1900697,-1.42343543,46.76507635,0.09590466,0,0
 01/18  18:00:00,8.075,16.62327059,50.99359,688.1810401,-1.473687761,49.47625135,0.09590466,0,0
 01/18  19:00:00,7.75,16.04105554,51.36575394,575.8067758,-1.546258832,53.41803527,0.09590466,0,0.550275506
 01/18  20:00:00,7.35,16.0000424,50.21409164,488.603987,-1.569430483,54.68033958,0.09590466,0,2.56806596
 01/18  21:00:00,7.0125,16.00002501,49.52644435,443.0445396,-1.573220539,54.88686633,0.09590466,0,3.043177499
 01/18  22:00:00,6.7125,16.00002103,48.98910569,424.1625656,-0.610354327,12.81356913,0.09590466,0,3.441129972
 01/18  23:00:00,6.475,16.00002926,48.34871515,416.3436882,-0.61261396,12.87210104,0.09590466,0,3.752501089
 01/18  24:00:00,6.275,13.61939284,55.42528493,413.0763006,-0.784633962,18.27237264,0,0,0
 01/19  01:00:00,6.075,12.88160883,57.06620143,411.5854344,-0.943439099,23.80083837,0,0,0
 01/19  02:00:00,5.875,12.76312129,56.50902254,411.1011304,-0.965801878,24.70271547,0,0,0
 01/19  03:00:00,5.6125,12.64739212,55.90406665,410.9272684,-0.985776286,25.52521208,0,0,0
 01/19  04:00:00,5.3125,12.5261967,55.75737565,410.8648748,-1.005034888,26.33261055,0,0,0
 01/19  05:00:00,5.0125,12.40754691,56.00395572,410.8424964,-1.022343899,27.07027136,0,0,0
 01/19  06:00:00,4.7125,12.28820627,56.4003785,410.8344747,-1.039266172,27.80230679,0,0,0
 01/19  07:00:00,4.475,12.1818885,56.73926939,410.8316014,-1.055475015,28.51315002,0,0,0
 01/19  08:00:00,4.3375,15.68928722,45.20666374,410.8306075,-1.761576786,64.69693145,0.09590466,0,11.72911336
 01/19  09:00:00,4.55,15.99999498,44.34836074,410.8302382,-1.626040012,57.76084305,0.09590466,0,8.327670326
 01/19  10:00:00,5.1375,16.43661637,46.09625593,602.6571346,-1.57952822,55.22979059,0.09590466,0,0
 01/19  11:00:00,5.9625,16.45851627,48.20382554,720.5613483,-1.540812437,53.12089312,0.09590466,0,0
 01/19  12:00:00,6.8625,16.71045902,48.15826733,752.9950891,-1.517355423,51.84396605,0.09590466,0,0
 01/19  13:00:00,7.825,16.68420964,47.693618,720.566943,-1.503201145,51.07413921,0.09590466,0,0
 01/19  14:00:00,8.7,17.05910376,46.04930017,705.4777396,-1.47640601,49.62103305,0.09590466,0,0
 01/19  15:00:00,9.375,17.346306,45.02442345,711.7763564,-1.443190744,47.8264693,0.09590466,0,0
