日期/时间,环境:场地室外空气干球温度[C](小时),热区:空间102:区平均气温[C](小时),热区:空间102:区域空气相对湿度[%](小时),热区:空间102:区空气CO2浓度[ppm](小时),人:区域热舒适Fanger模型PMV[](小时),人:区域热舒适Fanger模型PPD[%](小时),DOAS供电风机:风机电能[kwh](小时),风机:风机电能[kwh](小时),VRF热泵:VRF热泵冷却电能[kwh](小时),VRF热泵:VRF热泵加热电能[kwh](小时)
 10/26  23:00:00,16.175,21.42091816,58.92184653,408.9208947,-1.94231794,74.08961165,0.863141937,0,0,0
 10/26  24:00:00,16.1625,19.83798229,65.17303864,408.6512834,-2.133487842,82.04533485,0,0,0,0
 10/27  01:00:00,16.2,19.34481158,67.71211227,408.5718486,-1.261054416,38.28309258,0,0,0,0
 10/27  02:00:00,16.1375,19.28923655,68.2706945,408.5452298,-1.275551937,39.01778998,0,0,0,0
 10/27  03:00:00,15.85,19.18825412,68.93178858,408.5355405,-1.293691624,39.94505229,0,0,0,0
 10/27  04:00:00,15.2,18.98930671,69.556032,408.5320131,-1.329766928,41.81108145,0,0,0,0
 10/27  05:00:00,14.275,18.70524764,69.74373162,408.5307299,-1.387441482,44.84651802,0,0,0,0
 10/27  06:00:00,13.2125,18.3754306,69.47601035,408.5302639,-1.460495926,48.76179703,0,0,0,0
 10/27  07:00:00,12.3,18.07382154,68.83089633,408.5300952,-1.534783886,52.79293144,0,0,0,0
 10/27  08:00:00,11.8125,18.97961706,63.23953041,408.5300286,-1.456030047,48.54286989,0.863141937,0,0,0
 10/27  09:00:00,12.2625,19.27166617,61.91862224,408.5300063,-1.371449502,43.99749939,0.863141937,0,0,0
 10/27  10:00:00,13.5375,21.13722901,60.28417363,603.0385609,-1.118675829,31.74628746,0.863141937,0,0,0
 10/27  11:00:00,15.1,21.90157918,62.04813555,698.2414452,-0.862525772,20.71039112,0.863141937,0,0,0
 10/27  12:00:00,16.7625,22.52324442,61.70258026,701.664545,-0.750856219,16.90109091,0.863141937,0,0,0
 10/27  13:00:00,18.4,22.84381779,60.65764453,650.7768525,-0.668458141,14.39397442,0.863141937,0,0,0
 10/27  14:00:00,19.875,23.51837772,58.08409398,641.457109,-0.551907187,11.41391927,0.863141937,0,0,0
 10/27  15:00:00,21.2125,24.08934932,56.36650477,651.5582941,-0.43016885,8.879118841,0.863141937,0,0,0
 10/27  16:00:00,22.1375,24.70396124,56.19706683,711.4622443,-0.30732835,6.988730458,0.863141937,0,0,0
 10/27  17:00:00,22.2125,24.58007586,56.66032944,704.7213549,-0.296449747,6.833599004,0.863141937,0,0,0
 10/27  18:00:00,21.5375,24.0567007,55.69221528,611.4836238,-0.380731571,8.051625404,0.863141937,0,0,0
 10/27  19:00:00,20.5125,23.45890955,54.60672976,506.1224065,-0.496992136,10.19405137,0.863141937,0,0,0
 10/27  20:00:00,19.35,22.91273285,54.44107488,439.8201965,-1.64044323,58.53857922,0.863141937,0,0,0
 10/27  21:00:00,18.2125,22.47859025,54.93081254,415.811265,-1.724921813,63.07817916,0.863141937,0,0,0
 10/27  22:00:00,17.3,22.10723786,56.0224952,410.2219525,-1.790919661,66.54719364,0.863141937,0,0,0
 10/27  23:00:00,16.6875,21.82365755,57.58315396,408.9227886,-1.840518897,69.09179189,0.863141937,0,0,0
 10/27  24:00:00,16.25,20.09083569,65.1530645,408.6525775,-2.046675005,78.46114311,0,0,0,0
 10/28  01:00:00,15.975,19.46391279,68.62864488,408.572007,-1.199385714,35.21848117,0,0,0,0
 10/28  02:00:00,15.8375,19.37722811,70.43632322,408.5452709,-1.217447295,36.10455819,0,0,0,0
 10/28  03:00:00,15.675,19.29918877,72.08254516,408.5355501,-1.229174903,36.68553836,0,0,0,0
 10/28  04:00:00,15.475,19.21026755,72.9276797,408.532016,-1.24762298,37.60682793,0,0,0,0
 10/28  05:00:00,15.2125,19.10766835,72.97944819,408.5307319,-1.271114833,38.79297035,0,0,0,0
 10/28  06:00:00,14.975,19.00542479,72.07353221,408.5302655,-1.301993299,40.37177716,0,0,0,0
 10/28  07:00:00,14.8375,18.9295584,70.74984969,408.5300963,-1.33040491,41.84300507,0,0,0,0
 10/28  08:00:00,14.7375,20.1704157,63.39147343,408.53003,-1.202425761,35.49193998,0.863141937,0,0,0
 10/28  09:00:00,15.7625,20.89843256,60.13543624,408.5300064,-1.053382045,28.44333167,0.863141937,0,0,0
 10/28  10:00:00,17.525,22.91153598,59.48899418,607.9729975,-0.739625086,16.97326846,0.863141937,0,0,0
 10/28  11:00:00,18.7625,23.40256715,62.31726672,698.7164086,-0.524037383,10.74651697,0.863141937,0,0,0
 10/28  12:00:00,19.35,23.65064625,62.0958139,701.9628289,-0.471359953,9.642716599,0.863141937,0,0,0
 10/28  13:00:00,19.5,23.49533838,60.70267528,650.688705,-0.479527397,9.810000914,0.863141937,0,0,0
 10/28  14:00:00,19.5,23.60548507,58.3597746,641.0293586,-0.485823933,9.931693188,0.863141937,0,0,0
 10/28  15:00:00,19.6875,23.71197819,57.37766722,650.854876,-0.470568749,9.62480743,0.863141937,0,0,0
 10/28  16:00:00,20.05,24.10774892,58.3766122,710.4885287,-0.402834152,8.403008859,0.863141937,0,0,0
 10/28  17:00:00,20.075,23.99634916,60.76698778,703.5482721,-0.373059962,7.89963976,0.863141937,0,0,0
 10/28  18:00:00,19.75,23.54138704,62.25818122,610.4889726,-0.430668659,8.890269356,0.863141937,0,0,0
 10/28  19:00:00,19.225,23.04592155,63.39191248,505.5375973,-0.51950184,10.66445693,0.863141937,0,0,0
 10/28  20:00:00,18.5,22.61620422,64.6438951,439.5603805,-1.633911008,58.18599581,0.863141937,0,0,0
 10/28  21:00:00,17.7625,22.29825826,65.7570775,415.7229662,-1.695960144,61.53379161,0.863141937,0,0,0
 10/28  22:00:00,17.0625,21.99784008,66.23795551,410.1956542,-1.751263408,64.47339513,0.863141937,0,0,0
 10/28  23:00:00,16.3625,21.67667085,66.26610722,408.9153717,-1.813127435,67.69225065,0.863141937,0,0,0
 10/28  24:00:00,15.725,19.89276206,72.40239313,408.6492504,-2.048498945,78.50689529,0,0,0,0
 10/29  01:00:00,15.0625,19.20373288,73.26382394,408.571008,-1.225424936,36.50484352,0,0,0,0
 10/29  02:00:00,14.425,18.96796899,71.87951072,408.5448512,-1.290082277,39.76239321,0,0,0,0
 10/29  03:00:00,13.7625,18.74168971,70.33138069,408.5353705,-1.349892417,42.86415099,0,0,0,0
 10/29  04:00:00,13.0625,18.50222563,68.90754202,408.5319389,-1.413487401,46.23404645,0,0,0,0
 10/29  05:00:00,12.3625,18.26602614,67.66830222,408.5306989,-1.475217805,49.5570373,0,0,0,0
 10/29  06:00:00,11.725,18.04300095,66.63763762,408.5302515,-1.53425413,52.76396127,0,0,0,0
 10/29  07:00:00,11.25,17.8554386,65.52662288,408.5300904,-1.58897063,55.74460351,0,0,0,0
 10/29  08:00:00,10.975,18.81055802,59.9327771,408.5300273,-1.497644152,50.78600059,0.863141937,0,0,0
 10/29  09:00:00,12.8375,19.46841217,59.41782623,408.5300059,-1.371396523,44.01119115,0.863141937,0,0,0
 10/29  10:00:00,16.125,22.01951586,60.82426068,601.0472776,-0.971719417,25.65285793,0.863141937,0,0,0
 10/29  11:00:00,18.7125,23.17168242,66.59138918,698.900213,-0.598343984,12.54272347,0.863141937,0,0,0
 10/29  12:00:00,20.125,23.70688795,67.56520241,702.2797745,-0.463988294,9.509773835,0.863141937,0,0,0
 10/29  13:00:00,20.6875,23.70910282,65.22201718,651.0482614,-0.43839993,9.013575933,0.863141937,0,0,0
 10/29  14:00:00,20.8,23.87295038,60.50998482,641.385156,-0.441216238,9.06166103,0.863141937,0,0,0
 10/29  15:00:00,20.8625,23.95852115,56.85381321,651.2293816,-0.442335373,9.081943501,0.863141937,0,0,0
 10/29  16:00:00,21.025,24.29302147,55.67787724,710.9132043,-0.399617215,8.340067144,0.863141937,0,0,0
 10/29  17:00:00,20.975,24.16643505,56.51159199,704.0515915,-0.386691528,8.116810172,0.863141937,0,0,0
 10/29  18:00:00,20.525,23.70248385,57.66493895,610.9334753,-0.445526294,9.164385797,0.863141937,0,0,0
 10/29  19:00:00,19.8,23.16411437,59.28114389,505.7976948,-0.537302116,11.06193151,0.863141937,0,0,0
 10/29  20:00:00,18.9375,22.70079984,61.14005003,439.6716479,-1.653595181,59.25145901,0.863141937,0,0,0
 10/29  21:00:00,18.1625,22.38067849,62.84401792,415.7599329,-1.713615734,62.47812872,0.863141937,0,0,0
 10/29  22:00:00,17.5875,22.13697938,64.4643971,410.2068236,-1.754126571,64.62584801,0.863141937,0,0,0
 10/29  23:00:00,17.15,21.94398799,65.46437872,408.918593,-1.787254209,66.35891083,0.863141937,0,0,0
 10/29  24:00:00,16.875,20.23583293,72.72035089,408.651239,-1.992437713,76.07624513,0,0,0,0
 10/30  01:00:00,16.7375,19.60924504,75.39071794,408.5716242,-1.151405031,32.9092196,0,0,0,0
 10/30  02:00:00,16.6375,19.53043347,75.59443625,408.5451603,-1.175698665,34.06893209,0,0,0,0
 10/30  03:00:00,16.5375,19.4669604,76.02432488,408.5355214,-1.19248246,34.88113808,0,0,0,0
 10/30  04:00:00,16.375,19.39350955,76.72095093,408.5320106,-1.208032745,35.64127814,0,0,0,0
 10/30  05:00:00,16.175,19.30628757,77.68167338,408.5307319,-1.22593472,36.52475605,0,0,0,0
 10/30  06:00:00,15.9125,19.20220507,78.6746778,408.5302663,-1.246420539,37.54672514,0,0,0,0
 10/30  07:00:00,15.7375,19.11296757,79.42226211,408.5300968,-1.268322175,38.65071326,0,0,0,0
 10/30  08:00:00,15.6375,20.48651551,72.84208578,408.5300302,-1.116139782,31.44709429,0.863141937,0,0,0
 10/30  09:00:00,15.9125,21.05551216,69.58831203,408.5300064,-0.963299801,24.6039432,0.863141937,0,0,0
 10/30  10:00:00,16.5375,22.5636506,66.396048,608.5185173,-0.753338802,17.2464571,0.863141937,0,0,0
 10/30  11:00:00,17.3,22.83831328,65.44205932,698.2655475,-0.618433052,13.02534388,0.863141937,0,0,0
 10/30  12:00:00,18.0375,23.11726504,61.38850165,701.5554028,-0.59237673,12.35826421,0.863141937,0,0,0
 10/30  13:00:00,18.675,23.09854779,56.38303327,650.5015674,-0.602324062,12.61357421,0.863141937,0,0,0
 10/30  14:00:00,19.275,23.40585486,50.90764038,641.0993719,-0.593849858,12.39596802,0.863141937,0,0,0
 10/30  15:00:00,19.8125,23.6409616,47.18808484,651.1217695,-0.566851487,11.73104568,0.863141937,0,0,0
 10/30  16:00:00,20.1875,24.05211121,45.70509367,710.9000651,-0.509308624,10.43795776,0.863141937,0,0,0
 10/30  17:00:00,20.1125,23.91662788,46.06405629,704.0745544,-0.498058888,10.18789091,0.863141937,0,0,0
 10/30  18:00:00,19.5625,23.40078729,46.84116153,610.9531469,-0.567132463,11.76536018,0.863141937,0,0,0
 10/30  19:00:00,18.7375,22.7975554,48.21333773,505.8089886,-0.671758388,14.50905992,0.863141937,0,0,0
 10/30  20:00:00,17.775,22.26107231,50.24189235,439.6770594,-1.801106103,67.06839746,0.863141937,0,0,0
 10/30  21:00:00,16.8375,21.84144221,52.58017794,415.7616696,-1.875246326,70.82998881,0.863141937,0,0,0
 10/30  22:00:00,16.125,21.4913621,54.84322045,410.2070985,-1.93331956,73.65898035,0.863141937,0,0,0
 10/30  23:00:00,15.5875,21.18265362,56.4034777,408.9186532,-1.984673354,76.06012357,0.863141937,0,0,0
 10/30  24:00:00,15.275,19.55609665,62.35479758,408.650368,-2.198062614,84.48121438,0,0,0,0
 10/31  01:00:00,15.075,19.07771938,64.21676008,408.5714092,-1.32287108,41.45165239,0,0,0,0
 10/31  02:00:00,14.9375,18.97985749,64.64390413,408.5450216,-1.351284865,42.93464884,0,0,0,0
 10/31  03:00:00,14.775,18.89600252,65.26891215,408.5354486,-1.371230101,43.98506723,0,0,0,0
 10/31  04:00:00,14.5125,18.78892776,66.3207677,408.5319756,-1.392820096,45.12987805,0,0,0,0
 10/31  05:00:00,14.2125,18.6669965,67.66873552,408.5307159,-1.417344158,46.43862002,0,0,0,0
 10/31  06:00:00,13.9125,18.54402301,69.08738694,408.5302593,-1.441971001,47.76083378,0,0,0,0
 10/31  07:00:00,13.675,18.43324239,70.20666697,408.5300938,-1.46665772,49.09287041,0,0,0,0
 10/31  08:00:00,13.5375,19.55110341,65.55338046,408.5300292,-1.342933891,42.57042051,0.863141937,0,0,0
 10/31  09:00:00,14.0625,20.0035332,64.30348964,408.5300062,-1.220111003,36.24044542,0.863141937,0,0,0
 10/31  10:00:00,15.2125,21.85862428,62.46980735,607.8770665,-0.957181648,24.78540309,0.863141937,0,0,0
 10/31  11:00:00,16.45,22.43085058,63.48895613,698.4456242,-0.736263106,16.41555333,0.863141937,0,0,0
 10/31  12:00:00,17.65,22.87795111,61.56389263,701.8082976,-0.663528853,14.25994468,0.863141937,0,0,0
 10/31  13:00:00,18.725,23.00868561,58.29209572,650.81081,-0.631134425,13.3627894,0.863141937,0,0,0
 10/31  14:00:00,19.6625,23.51929081,53.70526119,641.3798136,-0.558407149,11.54517435,0.863141937,0,0,0
 10/31  15:00:00,20.4375,23.81021658,50.23144714,651.413624,-0.51850403,10.62255525,0.863141937,0,0,0
 10/31  16:00:00,20.95,24.25228686,48.18137192,711.2751412,-0.45872766,9.412610859,0.863141937,0,0,0
 10/31  17:00:00,20.7875,24.20579374,46.74820646,704.4184694,-0.419141008,8.664627029,0.863141937,0,0,0
 10/31  18:00:00,19.85,23.56856047,45.13883258,611.1595918,-0.523954403,10.80251092,0.863141937,0,0,0
 10/31  19:00:00,18.525,22.7856024,43.57342691,508.0980042,-0.684852296,14.91589318,0.863141937,0,0,0
 10/31  20:00:00,17.4375,22.15085929,43.208054,439.717722,-1.856740867,69.8972619,0.863141937,0,0,0
 10/31  21:00:00,17.1,21.93012194,44.80867056,415.7842685,-1.913753048,72.72213556,0.863141937,0,0,0
 10/31  22:00:00,17.85,22.16784215,48.27996762,410.2187271,-1.874467101,70.78407278,0.863141937,0,0,0
 10/31  23:00:00,18.9875,22.62522397,53.34499099,408.9237095,-1.759672299,64.9075373,0.863141937,0,0,0
 10/31  24:00:00,19.275,21.16211565,63.78733577,408.6545483,-1.855441432,69.65367686,0,0,0,0
 11/01  01:00:00,18.575,20.29049257,70.5158285,409.3472242,-0.419645366,8.676320246,0,0,0,0
 11/01  02:00:00,17.45,19.90625773,72.48113477,409.9329407,-0.473557584,9.689171058,0,0,0,0
 11/01  03:00:00,16.625,19.60668062,72.80713063,410.1472162,-0.530484928,10.89068104,0,0,0,0
 11/01  04:00:00,16.4,19.47954074,73.21569042,410.2253106,-0.562536462,11.62746875,0,0,0,0
 11/01  05:00:00,16.3375,19.42766094,74.27420119,410.2537312,-0.571812437,11.84959924,0,0,0,0
 11/01  06:00:00,16.2375,19.37056355,75.40086563,410.2640781,-0.579492303,12.03657117,0,0,0,0
 11/01  07:00:00,16.1375,19.31322322,76.02856257,410.267845,-0.589409866,12.28192156,0,0,0,0
 11/01  08:00:00,16.0375,20.73738316,69.47031999,410.2693272,-0.462299297,9.640916315,0.863141937,0,0,0
 11/01  09:00:00,16,21.2219862,66.92960354,410.2698568,-0.339454056,7.39718915,0.863141937,0,0,0
 11/01  10:00:00,16,22.50702718,65.13501807,614.7362885,-0.196023429,5.965720601,0.863141937,0,0,0
 11/01  11:00:00,16.0625,22.50689961,66.20486805,699.6337787,-0.119136077,5.297625279,0.863141937,0,0,0
 11/01  12:00:00,16.1,22.53740806,65.13092855,702.6638713,-0.12640734,5.331044048,0.863141937,0,0,0
 11/01  13:00:00,16.1625,22.27421968,63.97761249,651.4458903,-0.160021153,5.539058296,0.863141937,0,0,0
 11/01  14:00:00,16.2625,22.39406097,62.45617787,641.9515303,-0.168721067,5.591129251,0.863141937,0,0,0
 11/01  15:00:00,16.3,22.45270631,61.88726593,651.7532281,-0.157830036,5.516284102,0.863141937,0,0,0
 11/01  16:00:00,16.2375,22.7461652,61.48110259,711.1398505,-0.123762612,5.324842599,0.863141937,0,0,0
 11/01  17:00:00,16.0125,22.49591255,61.69136524,704.0121992,-0.135574696,5.387344074,0.863141937,0,0,0
 11/01  18:00:00,15.7125,21.91360122,61.16445824,611.2152047,-0.21924397,6.027406591,0.863141937,0,0,0
 11/01  19:00:00,15.5375,21.37843674,60.6486367,506.745851,-0.316984285,7.105492554,0.863141937,0,0,0
 11/01  20:00:00,15.5625,21.09688188,60.74253381,441.1096346,-1.381759895,44.54370808,0.863141937,0,0,0
 11/01  21:00:00,15.6625,21.07076229,61.27594346,417.4145679,-1.396950029,45.34932569,0.863141937,0,0,0
 11/01  22:00:00,15.7625,21.10743465,62.08988655,411.9255889,-1.390826092,45.02352231,0.863141937,0,0,0
 11/01  23:00:00,15.8,21.12277969,62.76821167,410.653642,-1.38527342,44.72854507,0.863141937,0,0,0
 11/01  24:00:00,15.7375,19.59888521,69.09882262,410.3889012,-1.53035861,52.57050296,0,0,0,0
 11/02  01:00:00,15.6375,19.09402703,71.15262992,410.3109805,-0.664371654,14.2742987,0,0,0,0
 11/02  02:00:00,15.5375,19.01447903,71.49933541,410.2848959,-0.682792422,14.80021478,0,0,0,0
 11/02  03:00:00,15.375,18.93127467,71.69952704,410.2754133,-0.699825359,15.30056949,0,0,0,0
 11/02  04:00:00,15.175,18.83720123,71.97090691,410.2719665,-0.719521351,15.89438759,0,0,0,0
 11/02  05:00:00,14.975,18.74468639,72.43423694,410.2707141,-0.738206286,16.47307285,0,0,0,0
 11/02  06:00:00,14.8375,18.66450207,73.12482814,410.2702593,-0.754819231,17.00014416,0,0,0,0
 11/02  07:00:00,14.675,18.584875,73.70322632,410.2700941,-0.769741147,17.48379624,0,0,0,0
 11/02  08:00:00,14.6,19.86111893,68.11090392,410.2700293,-0.655266367,14.16921219,0.863141937,0,0,0
 11/02  09:00:00,14.6625,20.25412656,66.37207509,410.2700062,-0.54883441,11.30580761,0.863141937,0,0,0
 11/02  10:00:00,14.825,21.71885183,64.01190692,610.1373519,-0.386678857,8.331689948,0.863141937,0,0,0
 11/02  11:00:00,15.025,21.83229047,65.00436402,699.5634357,-0.283892437,6.676920095,0.863141937,0,0,0
 11/02  12:00:00,15.2875,21.94278703,64.05315106,702.6207434,-0.2791221,6.618960855,0.863141937,0,0,0
 11/02  13:00:00,15.65,21.78392412,63.00564587,651.4712847,-0.294207815,6.80340973,0.863141937,0,0,0
 11/02  14:00:00,16.175,22.06622298,61.59144769,642.0575297,-0.277293176,6.602585822,0.863141937,0,0,0
 11/02  15:00:00,16.8375,22.34973214,61.68334615,651.998719,-0.228421723,6.086773547,0.863141937,0,0,0
 11/02  16:00:00,17.6,22.90186679,62.78625652,709.8880455,-0.145775138,5.465232737,0.863141937,0,0,0
 11/02  17:00:00,18.15,22.95715646,65.35291176,704.7858337,-0.093187498,5.180412545,0.863141937,0,0,0
 11/02  18:00:00,18.175,22.59036179,67.19298637,611.9091725,-0.11830285,5.302840375,0.863141937,0,0,0
 11/02  19:00:00,17.725,22.09498545,67.96822195,507.1040497,-0.190870533,5.770806765,0.863141937,0,0,0
 11/02  20:00:00,17.0625,21.65789369,68.11490664,441.2246805,-1.269595921,38.72112419,0.863141937,0,0,0
 11/02  21:00:00,16.425,21.35687735,67.82222714,417.4390787,-1.32822266,41.73067845,0.863141937,0,0,0
 11/02  22:00:00,15.95,21.12601435,67.59640614,411.9296225,-1.370899968,43.9681683,0.863141937,0,0,0
 11/02  23:00:00,15.7375,20.99444353,67.27026418,410.6541411,-1.400006173,45.51236129,0.863141937,0,0,0
 11/02  24:00:00,15.7,19.43996671,73.68885238,410.3890201,-1.555636971,53.93556752,0,0,0,0
 11/03  01:00:00,15.7,18.95308076,75.56312045,410.3110446,-0.68790705,14.94950931,0,0,0,0
 11/03  02:00:00,15.7625,18.92093852,75.41359971,410.2849315,-0.702254597,15.37236203,0,0,0,0
 11/03  03:00:00,15.8,18.89966395,75.57107865,410.275434,-0.709513297,15.59003795,0,0,0,0
 11/03  04:00:00,15.7375,18.85589663,75.89207847,410.2719777,-0.718100214,15.85047132,0,0,0,0
 11/03  05:00:00,15.575,18.78599647,76.35293006,410.2707196,-0.729656824,16.20624377,0,0,0,0
 11/03  06:00:00,15.375,18.70088152,76.71534593,410.2702617,-0.745892658,16.71548908,0,0,0,0
 11/03  07:00:00,15.2375,18.62888292,76.85888746,410.2700952,-0.762020479,17.23230948,0,0,0,0
 11/03  08:00:00,15.1375,20.00389877,70.39955495,410.2700297,-0.63916331,13.74721753,0.863141937,0,0,0
 11/03  09:00:00,15.35,20.52483895,68.50064333,410.2700063,-0.514848752,10.54491391,0.863141937,0,0,0
 11/03  10:00:00,15.8125,22.00339145,67.10372748,610.2229509,-0.338983312,7.602567591,0.863141937,0,0,0
 11/03  11:00:00,16.1875,22.14698066,69.05704416,699.8146446,-0.22709908,6.071589778,0.863141937,0,0,0
 11/03  12:00:00,16.425,22.2553058,68.3352161,702.8945591,-0.217879954,5.985339464,0.863141937,0,0,0
 11/03  13:00:00,16.625,22.05473313,67.39880241,651.6840395,-0.237878549,6.180485764,0.863141937,0,0,0
 11/03  14:00:00,16.825,22.22249742,65.53978607,642.1687694,-0.237623143,6.173501376,0.863141937,0,0,0
 11/03  15:00:00,17.025,22.34112774,64.77382052,652.0045815,-0.218441073,5.990290103,0.863141937,0,0,0
 11/03  16:00:00,17.225,22.7209398,64.65013755,711.49921,-0.168481808,5.600757083,0.863141937,0,0,0
 11/03  17:00:00,17.2375,22.57775061,65.61849423,704.4746144,-0.157292021,5.5151515,0.863141937,0,0,0
 11/03  18:00:00,17.0125,22.08328369,66.03889007,611.6023412,-0.218711247,6.014617872,0.863141937,0,0,0
 11/03  19:00:00,16.65,21.56559085,66.34705259,506.9420748,-0.304878374,6.947402173,0.863141937,0,0,0
 11/03  20:00:00,16.25,21.19042867,66.81741688,441.169048,-1.376321926,44.25694504,0.863141937,0,0,0
 11/03  21:00:00,15.85,20.97269514,67.14081292,417.4248982,-1.418483749,46.49985797,0.863141937,0,0,0
 11/03  22:00:00,15.575,20.81796618,67.70352422,411.9264134,-1.445868173,47.97060309,0.863141937,0,0,0
 11/03  23:00:00,15.375,20.7024911,68.1424937,410.6534293,-1.464290691,48.96484098,0.863141937,0,0,0
 11/03  24:00:00,15.3,19.15059885,74.88098614,410.3887715,-1.621767303,57.50389192,0,0,0,0
 11/04  01:00:00,15.3,18.67911265,77.4263365,410.3109436,-0.747375319,16.76263767,0,0,0,0
 11/04  02:00:00,15.2375,18.61493713,77.89586651,410.2848872,-0.762261051,17.24010136,0,0,0,0
 11/04  03:00:00,15.2,18.56523235,78.26232978,410.2754129,-0.774525515,17.64058061,0,0,0,0
 11/04  04:00:00,15.1375,18.51706743,78.62413559,410.2719682,-0.784945689,17.9861809,0,0,0,0
 11/04  05:00:00,15.0375,18.45665778,79.15024902,410.2707156,-0.797308441,18.40197567,0,0,0,0
 11/04  06:00:00,14.875,18.3820157,79.48044874,410.2702601,-0.811396237,18.88410925,0,0,0,0
 11/04  07:00:00,14.8,18.32137362,79.39536192,410.2700945,-0.828436304,19.47766472,0,0,0,0
 11/04  08:00:00,14.8,19.70341161,72.69455896,410.2700295,-0.702615884,15.55436126,0.863141937,0,0,0
 11/04  09:00:00,14.8625,20.16231146,70.27219632,410.2700063,-0.583404315,12.13315545,0.863141937,0,0,0
 11/04  10:00:00,15.0875,21.58728469,67.5118677,610.2893606,-0.426207537,8.991795808,0.863141937,0,0,0
 11/04  11:00:00,15.3875,21.7048944,68.27415313,700.0140953,-0.326745364,7.222444534,0.863141937,0,0,0
 11/04  12:00:00,15.75,21.85013411,66.63998969,703.1850975,-0.319974317,7.129455226,0.863141937,0,0,0
 11/04  13:00:00,15.9625,21.65264892,65.13013711,652.0071635,-0.339958858,7.411805499,0.863141937,0,0,0
 11/04  14:00:00,16,21.76741899,62.53304703,642.4365833,-0.350430531,7.555675311,0.863141937,0,0,0
 11/04  15:00:00,15.8125,21.76145171,60.09638721,652.1950934,-0.356045404,7.638663415,0.863141937,0,0,0
 11/04  16:00:00,15.45,21.96968594,57.67706598,711.5735031,-0.345927788,7.493585267,0.863141937,0,0,0
 11/04  17:00:00,15.05,21.65232059,55.95197442,704.4677713,-0.380155778,8.020610672,0.863141937,0,0,0
 11/04  18:00:00,14.7125,21.03155039,53.9843554,611.6294811,-0.478333032,9.81491429,0.863141937,0,0,0
 11/04  19:00:00,14.475,20.44784844,52.50074345,507.0266626,-0.585698386,12.21156746,0.863141937,0,0,0
 11/04  20:00:00,14.4,20.09979448,51.92135538,441.2499103,-1.664944857,59.86563651,0.863141937,0,0,0
 11/04  21:00:00,14.4625,20.05018188,52.12281382,417.4667535,-1.687103804,61.06009389,0.863141937,0,0,0
 11/04  22:00:00,14.4375,20.03867375,52.75214318,411.9422175,-1.686411694,61.02290351,0.863141937,0,0,0
 11/04  23:00:00,14.15,19.90289609,53.52682328,410.658444,-1.701140345,61.81229478,0.863141937,0,0,0
 11/04  24:00:00,13.6875,18.39147224,59.00192883,410.390363,-1.859376067,69.91571085,0,0,0,0
 11/05  01:00:00,13.125,17.84183888,61.23133372,410.3113157,-0.990203336,25.71184759,0,0,0,0
 11/05  02:00:00,12.525,17.61625055,61.48507253,410.2849373,-1.033800523,27.56697897,0,0,0,0
 11/05  03:00:00,11.9875,17.41636803,61.58605439,410.2753935,-1.07455152,29.363548,0,0,0,0
 11/05  04:00:00,11.6125,17.25932583,62.16768663,410.2719457,-1.107146769,30.84241624,0,0,0,0
 11/05  05:00:00,11.375,17.14196527,63.06907698,410.2707016,-1.130757302,31.93637745,0,0,0,0
 11/05  06:00:00,11.2375,17.05424857,63.86641,410.2702529,-1.149139149,32.80074368,0,0,0,0
 11/05  07:00:00,11.2,16.99630209,64.53869424,410.2700912,-1.162774148,33.44884811,0,0,0,0
 11/05  08:00:00,11.2,18.13014051,60.151899,410.2700276,-1.054512331,28.5708308,0.863141937,0,0,0
 11/05  09:00:00,11.5125,18.44094669,58.50919694,410.2700061,-0.970862696,24.90953639,0.863141937,0,0,0
 11/05  10:00:00,12.1375,20.09079015,55.87106236,610.4730889,-0.79007012,18.42574219,0.863141937,0,0,0
 11/05  11:00:00,12.775,20.42188279,55.58438761,700.5423068,-0.652661649,13.94771519,0.863141937,0,0,0
 11/05  12:00:00,13.5,20.71606734,52.75441952,703.8945399,-0.629287204,13.3147412,0.863141937,0,0,0
 11/05  13:00:00,14.425,20.79696116,49.47560227,652.8411828,-0.609813812,12.80118461,0.863141937,0,0,0
 11/05  14:00:00,15.675,21.40886149,46.18091173,643.4338835,-0.546398266,11.26901202,0.863141937,0,0,0
 11/05  15:00:00,17.325,22.06234295,44.97673147,653.6161192,-0.446298237,9.173778261,0.863141937,0,0,0
 11/05  16:00:00,18.9375,22.84196555,46.26281693,712.0447716,-0.332384167,7.329993025,0.863141937,0,0,0
 11/05  17:00:00,19.3125,22.87249725,48.26257934,707.280232,-0.274243018,6.563003579,0.863141937,0,0,0
 11/05  18:00:00,18.7625,22.36207885,48.54150023,613.9221071,-0.327388764,7.248358379,0.863141937,0,0,0
 11/05  19:00:00,17.875,21.74440933,48.58954137,508.3187543,-0.419802301,8.695827883,0.863141937,0,0,0
 11/05  20:00:00,16.875,21.20070916,49.27594814,441.7888549,-1.510783209,51.4876207,0.863141937,0,0,0
 11/05  21:00:00,15.875,20.77932731,50.64597649,417.6382747,-1.573825469,54.91967769,0.863141937,0,0,0
 11/05  22:00:00,15.0625,20.40430316,52.22532108,411.9903226,-1.625755018,57.74486646,0.863141937,0,0,0
 11/05  23:00:00,14.4875,20.08220982,53.93195021,410.6713648,-1.668987595,60.08447796,0.863141937,0,0,0
