Date/Time,环境: 现场室外空气干球温度 [C](Hourly),热区: 空间102: 区域平均气温 [C](Hourly),热区: 空间102: 区域空气相对湿度[%](Hourly),热区: 空间102: 区域空气二氧化碳浓度 [ppm](Hourly),区域热舒适吸管模型 pmv [](Hourly),区域热舒适吸血鬼模型 ppd [%](Hourly),电源风扇: 风扇电能 [KWH](Hourly),热区: 空间102 vrf 供应风扇: 风扇电能 [KWH](Hourly),Vrf 热泵: vrf 热泵冷却电能 [KWH](Hourly),Vrf 热泵: vrf 热泵加热电能[KWH](Hourly),热回收: 热交换器电能 [KWH](Hourly) 
 11/22  23:00:00,13.85,19.56199446,53.07209633,411.9273479,-1.884346551,71.28445206,0.09590466,0,0,0,0
 11/22  24:00:00,13.45,17.67078654,60.41349333,410.8656884,-2.069401874,79.46696416,0,0,0,0,0
 11/23  01:00:00,13.1125,16.97857069,63.85923139,410.4733446,-1.239131734,37.18234365,0,0,0,0,0
 11/23  02:00:00,12.8125,16.84557294,65.17130125,410.3437882,-1.262512955,38.35674626,0,0,0,0,0
 11/23  03:00:00,12.575,16.74399479,66.15704165,410.2967594,-1.280013711,39.2450526,0,0,0,0,0
 11/23  04:00:00,12.375,16.65930522,67.12219233,410.2797002,-1.293754189,39.9477368,0,0,0,0,0
 11/23  05:00:00,12.2375,16.58664653,67.98028459,410.2735151,-1.307320754,40.64573455,0,0,0,0,0
 11/23  06:00:00,12.1375,16.52684042,68.46275582,410.2712735,-1.31949838,41.27571734,0,0,0,0,0
 11/23  07:00:00,12.1,16.48367589,68.7508989,410.2704613,-1.330696089,41.85768937,0,0,0,0,0
 11/23  08:00:00,12.1,18.06666364,62.34432353,410.2701646,-1.180208279,34.44902871,0.09590466,0,0,0,0
 11/23  09:00:00,12.225,18.62966104,59.98042741,410.2700479,-1.033531464,27.55347432,0.09590466,0,0,0,0
 11/23  10:00:00,12.4875,20.20701087,58.00017789,627.7891667,-0.855163205,20.68502288,0.09590466,0,0,0,0
 11/23  11:00:00,12.85,20.38208353,59.8481051,753.9027571,-0.732800418,16.30562676,0.09590466,0,0,0,0
 11/23  12:00:00,13.25,20.53310141,59.75747931,770.1674042,-0.715119148,15.76159744,0.09590466,0,0,0,0
 11/23  13:00:00,13.7125,20.3691759,59.67790721,718.8905142,-0.721919975,15.97191514,0.09590466,0,0,0,0
 11/23  14:00:00,14.2125,20.6344863,58.7988915,703.3078405,-0.70110541,15.34352936,0.09590466,0,0,0,0
 11/23  15:00:00,14.8375,20.88005975,58.93468431,712.7171819,-0.656543896,14.05753219,0.09590466,0,0,0,0
 11/23  16:00:00,15.5375,21.41965653,59.89485476,776.6935756,-0.575450141,11.96418525,0.09590466,0,0,0,0
 11/23  17:00:00,15.9875,21.41052104,61.9862123,779.0632481,-0.532484732,10.9331297,0.09590466,0,0,0,0
 11/23  18:00:00,15.975,20.97769227,62.75844314,677.7247813,-0.575838887,11.96713001,0.09590466,0,0,0,0
 11/23  19:00:00,15.5875,20.47890623,62.25817276,551.5504847,-0.657189816,14.08929483,0.09590466,0,0,0,0
 11/23  20:00:00,15.025,20.09105708,61.17089621,464.6913156,-1.735936685,63.66210983,0.09590466,0,0,0,0
 11/23  21:00:00,14.425,19.84609833,60.19634224,427.2365676,-1.788630974,66.42971431,0.09590466,0,0,0,0
 11/23  22:00:00,13.8875,19.63662409,59.66383475,415.5544005,-1.827318452,68.42126232,0.09590466,0,0,0,0
 11/23  23:00:00,13.5125,19.47378783,59.40084751,411.914604,-1.858644189,70.00574759,0.09590466,0,0,0,0
 11/23  24:00:00,13.2125,17.61852302,66.59322816,410.8605569,-2.045552238,78.46181497,0,0,0,0,0
 11/24  01:00:00,12.9125,16.95631614,69.48474177,410.4714258,-1.213537482,35.91298839,0,0,0,0,0
 11/24  02:00:00,12.55,16.80465372,70.17352105,410.3430308,-1.242728895,37.36195911,0,0,0,0,0
 11/24  03:00:00,12.0875,16.63931186,70.7744063,410.2964533,-1.272333502,38.85502956,0,0,0,0,0
 11/24  04:00:00,11.4625,16.43487396,70.82950808,410.2795687,-1.308568563,40.71160247,0,0,0,0,0
 11/24  05:00:00,10.7625,16.20750002,69.89656852,410.2734547,-1.354949215,43.12838026,0,0,0,0,0
 11/24  06:00:00,10.125,15.9910598,69.06297186,410.2712453,-1.401506968,45.59325623,0,0,0,0,0
 11/24  07:00:00,9.5875,15.79907877,68.1556155,410.2704483,-1.444357096,47.88974888,0,0,0,0,0
 11/24  08:00:00,9.275,17.18202357,60.88284548,410.2701585,-1.325796113,41.68905756,0.09590466,0,0,0,0
 11/24  09:00:00,9.7625,17.6718035,58.93028095,410.270046,-1.204813915,35.48505877,0.09590466,0,0,0,0
 11/24  10:00:00,11.1,19.63907083,57.10223486,625.8633992,-0.97897297,25.59192764,0.09590466,0,0,0,0
 11/24  11:00:00,12.7625,20.2698046,58.44198247,753.826713,-0.777363902,17.73689159,0.09590466,0,0,0,0
 11/24  12:00:00,14.5875,20.84405764,56.3314869,770.701133,-0.700794561,15.34416903,0.09590466,0,0,0,0
 11/24  13:00:00,16.425,21.11222722,52.61663339,720.1497982,-0.651955392,13.92784717,0.09590466,0,0,0,0
 11/24  14:00:00,18.1625,21.73463694,47.59604747,705.1534825,-0.591789294,12.35389466,0.09590466,0,0,0,0
 11/24  15:00:00,19.6125,22.22500572,43.24300892,715.1556476,-0.526136318,10.79508978,0.09590466,0,0,0,0
 11/24  16:00:00,20.5375,22.81217742,40.34677997,779.7376876,-0.453299693,9.304897835,0.09590466,0,0,0,0
 11/24  17:00:00,20.55,22.75129503,39.21989699,782.5006813,-0.432471017,8.903575044,0.09590466,0,0,0,0
 11/24  18:00:00,19.775,22.21835355,38.07533074,680.5993851,-0.497488861,10.19789422,0.09590466,0,0,0,0
 11/24  19:00:00,18.525,21.57547191,37.55055399,555.9020645,-0.596179881,12.47454738,0.09590466,0,0,0,0
 11/24  20:00:00,17,20.95385939,38.34323664,465.5525049,-1.692730344,61.35762538,0.09590466,0,0,0,0
 11/24  21:00:00,15.4,20.43156253,40.08108152,427.5663232,-1.767943511,65.34864767,0.09590466,0,0,0,0
 11/24  22:00:00,13.925,19.91058984,42.52389485,415.6636911,-1.835514184,68.83484034,0.09590466,0,0,0,0
 11/24  23:00:00,12.65,19.38653492,44.98459163,411.9471874,-1.903415537,72.2142675,0.09590466,0,0,0,0
 11/24  24:00:00,11.575,17.27791506,52.18163087,410.8669059,-2.133033156,82.01017043,0,0,0,0,0
 11/25  01:00:00,10.7,16.54792331,55.02719946,410.4735979,-1.310938933,40.8348658,0,0,0,0,0
 11/25  02:00:00,9.9625,16.2888223,56.29271906,410.3433045,-1.357502712,43.26226933,0,0,0,0,0
 11/25  03:00:00,9.3875,16.07744381,57.06409292,410.2963504,-1.39773494,45.39193297,0,0,0,0,0
 11/25  04:00:00,8.95,15.90657852,57.08934189,410.2794606,-1.433476759,47.30419556,0,0,0,0,0
 11/25  05:00:00,8.6125,15.76727373,56.36868732,410.2733934,-1.466145659,49.06532576,0,0,0,0,0
 11/25  06:00:00,8.375,15.65575296,55.15261037,410.2712164,-1.496041677,50.68534849,0,0,0,0,0
 11/25  07:00:00,8.2375,15.56952636,53.55576575,410.2704359,-1.523432513,52.17450593,0,0,0,0,0
 11/25  08:00:00,8.2,16.99413833,47.12561056,410.2701536,-1.395477177,45.33134229,0.09590466,0,0,0,0
 11/25  09:00:00,9.5125,17.65436869,44.81451372,410.2700445,-1.2622373,38.34924904,0.09590466,0,0,0,0
 11/25  10:00:00,11.7375,19.88557107,44.59700865,622.1095016,-0.995474689,26.31918886,0.09590466,0,0,0,0
 11/25  11:00:00,13.4125,20.61072776,48.48871757,754.1865032,-0.759479272,17.15323042,0.09590466,0,0,0,0
 11/25  12:00:00,14.275,20.93443258,49.95139687,770.7708895,-0.695149999,15.16736086,0.09590466,0,0,0,0
 11/25  13:00:00,14.6875,20.79227874,50.24818155,719.5130365,-0.687997646,14.95567256,0.09590466,0,0,0,0
 11/25  14:00:00,15.05,21.02332374,49.43287879,703.7885114,-0.670673699,14.45660182,0.09590466,0,0,0,0
 11/25  15:00:00,15.575,21.24392522,49.69695255,713.116008,-0.628976255,13.30568743,0.09590466,0,0,0,0
 11/25  16:00:00,16.2375,21.76850654,51.04875723,777.0751651,-0.54936565,11.3446727,0.09590466,0,0,0,0
 11/25  17:00:00,16.375,21.69503332,53.20896625,779.3413794,-0.510534259,10.45134863,0.09590466,0,0,0,0
 11/25  18:00:00,15.8625,21.13497848,53.49296683,677.722472,-0.573367952,11.91548351,0.09590466,0,0,0,0
 11/25  19:00:00,15.1,20.51211364,52.76434804,553.9432137,-0.677647371,14.67737563,0.09590466,0,0,0,0
 11/25  20:00:00,14.2375,19.98345958,51.99328254,464.5495485,-1.776502209,65.79273981,0.09590466,0,0,0,0
 11/25  21:00:00,13.4625,19.6429091,51.23962811,427.1545183,-1.843601616,69.24626282,0.09590466,0,0,0,0
 11/25  22:00:00,12.8875,19.37575339,50.82718306,415.5167849,-1.89128397,71.62434585,0.09590466,0,0,0,0
 11/25  23:00:00,12.5125,19.17085704,50.5722681,411.8993908,-1.928889702,73.44951986,0.09590466,0,0,0,0
 11/25  24:00:00,12.3375,17.39525478,56.19079064,410.8503998,-2.115280812,81.37577544,0,0,0,0,0
 11/26  01:00:00,12.2375,16.88558742,58.22683847,410.4686644,-1.257907837,38.12429196,0,0,0,0,0
 11/26  02:00:00,12.075,16.79489668,59.07159512,410.341901,-1.275201395,39.00010359,0,0,0,0,0
 11/26  03:00:00,11.875,16.70155436,59.79090742,410.2960124,-1.292738933,39.8957409,0,0,0,0,0
 11/26  04:00:00,11.55,16.58197407,60.76660799,410.279406,-1.311838899,40.87945581,0,0,0,0,0
 11/26  05:00:00,11.0875,16.42275648,61.65137029,410.2733978,-1.338161121,42.24772656,0,0,0,0,0
 11/26  06:00:00,10.65,16.26336813,62.25935005,410.271226,-1.3682247,43.82662089,0,0,0,0,0
 11/26  07:00:00,10.25,16.11461586,62.74975586,410.2704419,-1.396360583,45.31841096,0,0,0,0,0
 11/26  08:00:00,10.0375,17.53864498,56.90171435,410.2701564,-1.267235629,38.70749501,0.09590466,0,0,0,0
 11/26  09:00:00,10.9375,18.16307935,55.29352146,410.2700455,-1.129594727,31.88809,0.09590466,0,0,0,0
 11/26  10:00:00,12.5625,20.22633437,54.35945338,627.8404569,-0.880073642,21.7306948,0.09590466,0,0,0,0
 11/26  11:00:00,13.95,20.7767752,56.83037082,754.2978014,-0.682712329,14.79935679,0.09590466,0,0,0,0
 11/26  12:00:00,14.8375,21.10054311,55.52338153,770.8755421,-0.633040809,13.41536057,0.09590466,0,0,0,0
 11/26  13:00:00,15.4125,21.04547493,52.27949643,719.6500531,-0.626057013,13.22814164,0.09590466,0,0,0,0
 11/26  14:00:00,15.85,21.35315038,47.5541078,703.9417499,-0.608264846,12.76323727,0.09590466,0,0,0,0
 11/26  15:00:00,16.3125,21.58413694,43.81624441,713.248594,-0.582182483,12.10301863,0.09590466,0,0,0,0
 11/26  16:00:00,16.75,22.00395974,41.7010375,779.0486232,-0.546792275,11.26610181,0.09590466,0,0,0,0
 11/26  17:00:00,16.7125,21.84137605,40.73206293,779.4462707,-0.548621336,11.30501454,0.09590466,0,0,0,0
 11/26  18:00:00,16.225,21.29132427,39.11157571,677.8837722,-0.622199643,13.15182695,0.09590466,0,0,0,0
 11/26  19:00:00,15.5,20.70163296,37.32146065,554.1087664,-0.72338915,16.03630382,0.09590466,0,0,0,0
 11/26  20:00:00,14.7625,20.22859231,36.37429258,464.6640716,-1.814219957,67.74655393,0.09590466,0,0,0,0
 11/26  21:00:00,14.25,19.99578984,36.58297791,427.2207417,-1.860310965,70.08925052,0.09590466,0,0,0,0
 11/26  22:00:00,14.1,19.91458279,37.4979379,415.5503727,-1.873697084,70.75760908,0.09590466,0,0,0,0
 11/26  23:00:00,13.975,19.87616282,38.44832701,411.9146891,-1.872598602,70.70299797,0.09590466,0,0,0,0
 11/26  24:00:00,13.7125,18.02002982,43.58971025,410.8609011,-2.049557509,78.62996277,0,0,0,0,0
 11/27  01:00:00,13.35,17.32683025,45.4288421,410.4716217,-1.221384761,36.30062012,0,0,0,0,0
 11/27  02:00:00,12.95,17.16801659,45.65017488,410.3431126,-1.253000565,37.87742394,0,0,0,0,0
 11/27  03:00:00,12.7375,17.06173372,46.02469547,410.2964951,-1.276805084,39.0816358,0,0,0,0,0
 11/27  04:00:00,12.6375,16.99839023,46.95936899,410.279601,-1.28864863,39.68603072,0,0,0,0,0
 11/27  05:00:00,12.35,16.89811958,48.24621657,410.273478,-1.301019074,40.32116213,0,0,0,0,0
 11/27  06:00:00,11.95,16.75953628,49.63549337,410.2712588,-1.321243215,41.3664689,0,0,0,0,0
 11/27  07:00:00,11.55,16.61756028,50.81327273,410.2704552,-1.343428124,42.52291434,0,0,0,0,0
 11/27  08:00:00,11.3375,18.07902782,47.03298471,410.2701615,-1.208505926,35.80247673,0.09590466,0,0,0,0
 11/27  09:00:00,11.425,18.54042309,47.05225805,410.270047,-1.07531801,29.39704769,0.09590466,0,0,0,0
 11/27  10:00:00,11.75,20.21568713,47.56249526,627.5946618,-0.882397641,21.73074649,0.09590466,0,0,0,0
 11/27  11:00:00,12.15,20.42903446,51.11050104,753.2720158,-0.739490063,16.51444029,0.09590466,0,0,0,0
 11/27  12:00:00,12.55,20.56964539,52.51356346,769.3424218,-0.716528347,15.80542794,0.09590466,0,0,0,0
 11/27  13:00:00,12.95,20.38222102,53.62745776,718.0078378,-0.718215376,15.85852826,0.09590466,0,0,0,0
 11/27  14:00:00,13.2875,20.60193609,53.61175724,702.4079929,-0.700067513,15.31169285,0.09590466,0,0,0,0
 11/27  15:00:00,13.4625,20.72728572,54.22767393,711.6242283,-0.667908753,14.37403694,0.09590466,0,0,0,0
 11/27  16:00:00,13.4375,21.09433592,54.63400905,776.9220084,-0.615987457,12.97257493,0.09590466,0,0,0,0
 11/27  17:00:00,13.275,20.86569019,55.306315,776.7643229,-0.617999606,13.01819005,0.09590466,0,0,0,0
 11/27  18:00:00,12.95,20.25422548,54.87678158,675.4364493,-0.698955681,15.30922188,0.09590466,0,0,0,0
 11/27  19:00:00,12.6125,19.63945894,53.93696671,552.4728292,-0.807364192,18.77056753,0.09590466,0,0,0,0
 11/27  20:00:00,12.3125,19.17752387,53.29076712,463.8393605,-1.900834711,72.08579878,0.09590466,0,0,0,0
 11/27  21:00:00,12.1375,19.02453982,52.856562,426.8753283,-1.943012172,74.12303493,0.09590466,0,0,0,0
 11/27  22:00:00,12.1,18.98760527,52.95878899,415.4180159,-1.952405915,74.56668878,0.09590466,0,0,0,0
 11/27  23:00:00,11.975,18.93817568,53.36414206,411.8659657,-1.958131157,74.83516241,0.09590466,0,0,0,0
 11/27  24:00:00,11.7125,17.20346985,59.51351473,410.837642,-2.134621054,82.14194128,0,0,0,0,0
 11/28  01:00:00,11.4125,16.66721223,60.94854787,410.4638851,-1.282348717,39.36510806,0,0,0,0,0
 11/28  02:00:00,11.1125,16.53487525,60.55512889,410.339987,-1.312855604,40.93222313,0,0,0,0,0
 11/28  03:00:00,10.9375,16.4363825,60.07076682,410.2952507,-1.339051864,42.29395874,0,0,0,0,0
 11/28  04:00:00,10.8375,16.36379684,59.59342254,410.2791093,-1.359340473,43.35801403,0,0,0,0,0
 11/28  05:00:00,10.6125,16.26793392,58.9855255,410.2732852,-1.381508922,44.52929869,0,0,0,0,0
 11/28  06:00:00,10.375,16.16234383,58.21589224,410.2711841,-1.407944532,45.93602836,0,0,0,0,0
 11/28  07:00:00,10.2375,16.08204882,57.26192224,410.2704266,-1.431552862,47.20051411,0,0,0,0,0
 11/28  08:00:00,10.3875,17.60858139,51.44817099,410.2701514,-1.291687078,39.95716109,0.09590466,0,0,0,0
 11/28  09:00:00,10.875,18.17809854,50.27464357,410.2700439,-1.148305679,32.76317427,0.09590466,0,0,0,0
 11/28  10:00:00,11.35,19.92703798,50.05626729,627.5326554,-0.942286607,24.04198477,0.09590466,0,0,0,0
 11/28  11:00:00,11.625,20.10760537,53.64654789,753.0428045,-0.80272455,18.58830318,0.09590466,0,0,0,0
 11/28  12:00:00,11.6375,20.13937292,55.13200012,768.8719414,-0.79423001,18.29814968,0.09590466,0,0,0,0
 11/28  13:00:00,11.5375,19.77142862,56.43230845,717.2781263,-0.824707536,19.35738318,0.09590466,0,0,0,0
 11/28  14:00:00,11.375,19.82600334,56.49994751,701.4825599,-0.834896809,19.70709113,0.09590466,0,0,0,0
 11/28  15:00:00,11.175,19.82595508,56.8119716,710.456913,-0.827459481,19.44307605,0.09590466,0,0,0,0
 11/28  16:00:00,11.0375,20.1777064,56.72075588,775.4914367,-0.786412397,18.0481801,0.09590466,0,0,0,0
 11/28  17:00:00,11,19.96147115,57.41393668,775.1928064,-0.787652713,18.08189994,0.09590466,0,0,0,0
 11/28  18:00:00,11.0625,19.38328232,57.41386234,674.1822156,-0.864526161,20.80693863,0.09590466,0,0,0,0
 11/28  19:00:00,11.1625,18.83445426,56.72889161,549.2291854,-0.962887457,24.60232237,0.09590466,0,0,0,0
 11/28  20:00:00,11.325,18.56720528,55.88085664,463.5201136,-2.031049234,78.14111492,0.09590466,0,0,0,0
 11/28  21:00:00,11.525,18.5693376,55.17607529,426.7556072,-2.046739421,78.82866799,0.09590466,0,0,0,0
 11/28  22:00:00,11.7875,18.6353316,54.88213689,415.3776036,-2.043586063,78.69199629,0.09590466,0,0,0,0
 11/28  23:00:00,12.025,18.71349056,54.79131727,411.8535492,-2.03271094,78.21778619,0.09590466,0,0,0,0
 11/28  24:00:00,12.1625,17.08618051,60.93354154,410.8338974,-2.18919792,84.21220925,0,0,0,0,0
 11/29  01:00:00,12.2,16.60268149,63.15634013,410.4631544,-1.325622213,41.59391032,0,0,0,0,0
 11/29  02:00:00,12.0125,16.50505967,63.49759728,410.3399592,-1.345133872,42.61219792,0,0,0,0,0
 11/29  03:00:00,11.525,16.34197421,63.82495946,410.2953178,-1.373116082,44.08530053,0,0,0,0,0
 11/29  04:00:00,10.7375,16.1002997,64.15816035,410.2791473,-1.41334945,46.22579667,0,0,0,0,0
 11/29  05:00:00,9.7125,15.79211025,64.08347635,410.2732968,-1.467537265,49.14151911,0,0,0,0,0
 11/29  06:00:00,8.675,15.46770053,63.74944226,410.271185,-1.529901955,52.52706032,0,0,0,0,0
 11/29  07:00:00,7.7375,15.16694749,62.92795423,410.2704248,-1.590811473,55.84469668,0,0,0,0,0
 11/29  08:00:00,7.2125,16.45345775,56.07026363,410.2701495,-1.488524236,50.2988554,0.09590466,0,0,0,0
 11/29  09:00:00,7.2875,16.78765235,53.68694461,410.2700431,-1.389442303,44.94999937,0.09590466,0,0,0,0
 11/29  10:00:00,8.0875,18.60630421,50.64911212,627.1424065,-1.196338256,35.2970852,0.09590466,0,0,0,0
 11/29  11:00:00,9.5625,19.16690893,50.96536495,752.2061273,-1.017787569,26.8765443,0.09590466,0,0,0,0
 11/29  12:00:00,11.45,19.75576857,49.33062065,768.6933348,-0.937327057,23.5751538,0.09590466,0,0,0,0
 11/29  13:00:00,13.5125,20.04752422,47.03176664,718.2512638,-0.880714131,21.37819514,0.09590466,0,0,0,0
 11/29  14:00:00,15.55,20.85365202,43.55270293,703.5430523,-0.77744996,17.76786399,0.09590466,0,0,0,0
 11/29  15:00:00,17.2375,21.39484942,41.73249125,713.7263424,-0.692503007,15.08898248,0.09590466,0,0,0,0
 11/29  16:00:00,18.2375,22.00884558,41.92627444,778.328566,-0.601054068,12.60512404,0.09590466,0,0,0,0
 11/29  17:00:00,18.1875,22.01328138,43.66337759,780.8665939,-0.53780333,11.05256673,0.09590466,0,0,0,0
 11/29  18:00:00,17.125,21.33719174,45.76283878,678.9725871,-0.605884087,12.7366584,0.09590466,0,0,0,0
 11/29  19:00:00,15.5375,20.48890963,47.68705993,554.6171521,-0.73038666,16.26395305,0.09590466,0,0,0,0
 11/29  20:00:00,13.775,19.6840377,49.54070325,464.7713476,-1.855464389,69.8301733,0.09590466,0,0,0,0
 11/29  21:00:00,12.225,19.03938321,51.37574831,427.1965844,-1.955803462,74.71544003,0.09590466,0,0,0,0
 11/29  22:00:00,11.2,18.57241031,52.69992941,415.5144523,-2.029910074,78.08979222,0.09590466,0,0,0,0
 11/29  23:00:00,10.8375,18.36614437,53.26281985,411.8931364,-2.070130524,79.82733146,0.09590466,0,0,0,0
 11/29  24:00:00,10.925,16.77091431,59.1711026,410.846531,-2.235685069,85.88191399,0,0,0,0,0
 11/30  01:00:00,11.25,16.4239944,61.12231791,410.4668332,-1.349915657,42.86245755,0,0,0,0,0
 11/30  02:00:00,11.7125,16.49805123,61.55645506,410.3411655,-1.343313084,42.51656708,0,0,0,0,0
 11/30  03:00:00,12.0875,16.57438692,61.86273907,410.2957627,-1.331952838,41.92317067,0,0,0,0,0
 11/30  04:00:00,12.2625,16.60390237,62.25932348,410.2793334,-1.326915281,41.66082665,0,0,0,0,0
 11/30  05:00:00,12.175,16.56510763,62.57097689,410.2733817,-1.332205519,41.93643851,0,0,0,0,0
 11/30  06:00:00,11.975,16.4851328,62.6336555,410.2712247,-1.348459831,42.78630504,0,0,0,0,0
 11/30  07:00:00,11.8375,16.41481295,62.84787236,410.2704434,-1.364576368,43.63371601,0,0,0,0,0
 11/30  08:00:00,11.8,17.96679249,57.0846043,410.2701581,-1.219316796,36.34285023,0.09590466,0,0,0,0
 11/30  09:00:00,11.9875,18.54590278,55.34357749,410.270046,-1.071995708,29.2490385,0.09590466,0,0,0,0
 11/30  10:00:00,12.5375,20.21565468,54.45071384,627.7945178,-0.878328132,21.56393933,0.09590466,0,0,0,0
 11/30  11:00:00,13.3,20.51160933,57.4343367,754.0380324,-0.731390671,16.26082188,0.09590466,0,0,0,0
 11/30  12:00:00,14.1,20.77782083,58.3632399,770.5345836,-0.689724718,15.00763172,0.09590466,0,0,0,0
 11/30  13:00:00,14.7125,20.67563196,59.23328911,719.3971057,-0.677739085,14.65721409,0.09590466,0,0,0,0
 11/30  14:00:00,14.9,20.86315496,58.99541903,703.6917571,-0.658606406,14.11420475,0.09590466,0,0,0,0
 11/30  15:00:00,14.525,20.84242023,58.89956256,712.6716157,-0.647439091,13.80228076,0.09590466,0,0,0,0
 11/30  16:00:00,13.7375,20.98852394,58.47067277,777.6275218,-0.632337569,13.39681851,0.09590466,0,0,0,0
 11/30  17:00:00,12.775,20.53056175,58.76527931,777.0313095,-0.673099902,14.53599687,0.09590466,0,0,0,0
 11/30  18:00:00,11.775,19.70171948,58.58013067,675.2921119,-0.790723751,18.23239882,0.09590466,0,0,0,0
 11/30  19:00:00,11.025,18.88564804,58.28243608,552.1867323,-0.931021062,23.34491558,0.09590466,0,0,0,0
 11/30  20:00:00,10.6125,18.34406726,58.30895605,463.6319681,-2.04152379,78.59132132,0.09590466,0,0,0,0
 11/30  21:00:00,10.5625,18.22621339,58.22812437,426.7735785,-2.079525397,80.22223194,0.09590466,0,0,0,0
 11/30  22:00:00,10.4125,18.16849678,58.21274084,415.3750607,-2.088738845,80.60469027,0.09590466,0,0,0,0
 11/30  23:00:00,9.9875,18.02140296,56.91859587,411.8476804,-2.116502648,81.73319983,0.09590466,0,0,0,0
 11/30  24:00:00,9.4875,16.30309433,60.03791272,410.8287294,-2.314689143,88.35422862,0,0,0,0,0
 12/01  01:00:00,9.05,15.7440043,58.13715324,411.1316183,-0.505055005,10.33569481,0,0,0,0,0
 12/01  02:00:00,8.7125,15.57897917,54.8441769,411.5344894,-0.547137662,11.26841981,0,0,0,0,0
 12/01  03:00:00,8.5375,15.4705739,52.12374719,411.6790944,-0.579271726,12.03221871,0,0,0,0,0
 12/01  04:00:00,8.4375,15.3891648,50.50999595,411.7309712,-0.602479765,12.61205155,0,0,0,0,0
 12/01  05:00:00,8.2125,15.28391396,50.05923628,411.749585,-0.622198641,13.12350569,0,0,0,0,0
 12/01  06:00:00,7.9125,15.15647858,50.31838949,411.7562651,-0.642251102,13.66079578,0,0,0,0,0
 12/01  07:00:00,7.675,15.04174978,50.99781041,411.7586613,-0.660035856,14.15175062,0,0,0,0,0
 12/01  08:00:00,7.5375,16.44332433,47.30724661,411.759528,-0.560896437,11.69829313,0.09590466,0,0,0,0
 12/01  09:00:00,7.625,16.80595389,46.96895315,411.7598635,-0.475602362,9.724144076,0.09590466,0,0,0,0
 12/01  10:00:00,7.95,18.51105974,46.05451103,628.7315029,-0.33503639,7.508461235,0.09590466,0,0,0,0
 12/01  11:00:00,8.35,18.75525666,48.03098504,753.6502259,-0.227218901,6.072707591,0.09590466,0,0,0,0
 12/01  12:00:00,8.8125,18.90169206,47.62040798,769.4179501,-0.218500641,5.991380551,0.09590466,0,0,0,0
 12/01  13:00:00,9.3125,18.67257403,46.51856649,718.129619,-0.231846724,6.120478145,0.09590466,0,0,0,0
 12/01  14:00:00,9.75,18.91920126,44.34444461,702.7478389,-0.230816585,6.107318978,0.09590466,0,0,0,0
 12/01  15:00:00,10.0875,19.10408425,42.81547921,712.0870374,-0.211379722,5.926985126,0.09590466,0,0,0,0
 12/01  16:00:00,10.2625,19.56026735,41.50841212,775.581935,-0.173774243,5.634521201,0.09590466,0,0,0,0
 12/01  17:00:00,10.2375,19.37322586,40.90851129,777.345137,-0.173542777,5.628296962,0.09590466,0,0,0,0
 12/01  18:00:00,10.1375,18.72788153,39.68719498,676.2665904,-0.24065466,6.224347259,0.09590466,0,0,0,0
 12/01  19:00:00,9.975,18.10961165,38.19246045,553.6207845,-0.324798562,7.208363726,0.09590466,0,0,0,0
 12/01  20:00:00,9.7125,17.68774041,37.43072847,465.1728778,-1.355436933,43.15469576,0.09590466,0,0,0,0
 12/01  21:00:00,9.4125,17.51491263,37.38763858,428.2953377,-1.385626537,44.74746435,0.09590466,0,0,0,0
 12/01  22:00:00,9.175,17.41027555,37.83356124,416.8770266,-1.399418864,45.48089882,0.09590466,0,0,0,0
 12/01  23:00:00,8.9125,17.3118402,38.64458831,413.3428668,-1.409080319,45.99640676,0.09590466,0,0,0,0
 12/01  24:00:00,8.675,15.6773223,43.95325285,412.3209509,-1.53279369,52.69556883,0,0,0,0,0
 12/02  01:00:00,8.475,15.20374707,46.69753367,411.9505313,-0.663376104,14.24566575,0,0,0,0,0
 12/02  02:00:00,8.275,15.09126483,48.26611299,411.8284388,-0.677059447,14.63461217,0,0,0,0,0
 12/02  03:00:00,8.075,14.9878971,49.62656386,411.7845733,-0.689346899,14.99107107,0,0,0,0,0
 12/02  04:00:00,7.8125,14.87182349,50.89863894,411.7688192,-0.702884071,15.3914511,0,0,0,0,0
 12/02  05:00:00,7.575,14.75905082,51.68438478,411.7631632,-0.718791778,15.87185245,0,0,0,0,0
 12/02  06:00:00,7.3125,14.64620022,52.07628691,411.7611339,-0.735016924,16.37325063,0,0,0,0,0
 12/02  07:00:00,7.1375,14.54911813,52.15051587,411.7604063,-0.752318083,16.91999599,0,0,0,0,0
 12/02  08:00:00,7.0375,15.98363877,47.16023639,411.7601432,-0.652723637,14.05802505,0.09590466,0,0,0,0
 12/02  09:00:00,7.375,16.41403905,45.69103692,411.7600414,-0.566331673,11.71836009,0.09590466,0,0,0,0
 12/02  10:00:00,7.975,18.22814912,44.60045015,628.7780258,-0.413688941,8.757483296,0.09590466,0,0,0,0
 12/02  11:00:00,8.45,18.50781334,46.84049701,753.8210306,-0.298333763,6.850733769,0.09590466,0,0,0,0
 12/02  12:00:00,8.7875,18.62789095,46.93917016,769.5958692,-0.288198099,6.72634705,0.09590466,0,0,0,0
 12/02  13:00:00,8.9625,18.31005374,46.55185161,718.1712549,-0.305995298,6.952788387,0.09590466,0,0,0,0
 12/02  14:00:00,9.1875,18.47866486,45.15718624,702.6364532,-0.311732718,7.0216644,0.09590466,0,0,0,0
